DaysToCase,2014,2015,2016,2017,2018
298,0.017901313100721343,0.017622725929677938,0.015030910689356494,0.014287535553982706,0.015280940083433933
299,0.017563552476179432,0.014351441475665864,0.018383128181227365,0.014397439673628727,0.01650341529010865
300,0.01913976872404169,0.017517200624709805,0.01340886996748349,0.01626580970761108,0.01579030475288173
301,0.01835166060011056,0.014984593305474652,0.015571590929980828,0.014617247912920768,0.014873448347875694
302,0.016888031227095607,0.016567472879996624,0.015030910689356494,0.016705426186195166,0.015382813017323494
303,0.01835166060011056,0.015090118610442784,0.01308446182310889,0.01483705615221281,0.015382813017323494
304,0.01880200809949978,0.015828795745219705,0.014273958352482427,0.014397439673628727,0.017420271695114686
305,0.019927876847972818,0.013401713730952681,0.014490230448732159,0.01351820671646056,0.01375284607509054
306,0.019702703098278207,0.01646194757502849,0.015571590929980828,0.016705426186195166,0.017624017562893803
307,0.019252355598888993,0.01688404879490102,0.013625142063733225,0.01340830259681454,0.01579030475288173
308,0.016662857477401,0.01625089696509223,0.014165822304357556,0.01472715203256679,0.01354910020731142
309,0.01700061810194291,0.015934321050187834,0.012219373438109953,0.015826193229026998,0.015382813017323494
310,0.017676139351026736,0.014456966780633995,0.014165822304357556,0.01340830259681454,0.016809034091777326
311,0.019027181849194386,0.014351441475665864,0.015463454881855961,0.012529069639646373,0.013956591942869658
312,0.017676139351026736,0.01403486556076147,0.01308446182310889,0.014287535553982706,0.01416033781064878
313,0.01700061810194291,0.013929340255793338,0.013841414159982957,0.013957823195044643,0.01416033781064878
314,0.016550270602553697,0.015512219830315309,0.013733278111858092,0.014946960271858831,0.014058464876759219
315,0.017450965601332125,0.014773542695538391,0.014165822304357556,0.012858781998584435,0.013345354339532302
316,0.014636293730149528,0.012240935376303238,0.014598366496857026,0.012858781998584435,0.014975321281765255
317,0.018914594974347082,0.015195643915410915,0.01167869319748562,0.01340830259681454,0.013854719008980098
318,0.015874749353469872,0.013296188425984552,0.013300733919358623,0.012529069639646373,0.013854719008980098
319,0.015086641229538744,0.013612764340888945,0.013949550208107824,0.014177631434336686,0.014975321281765255
320,0.0194775293485836,0.014562492085602128,0.012760053678734288,0.013078590237876477,0.014975321281765255
321,0.016325096852859086,0.015406694525347178,0.014706502544981891,0.013628110836106582,0.014465956612317457
322,0.014974054354691438,0.01487906800050652,0.011786829245610487,0.014177631434336686,0.013141608471753182
323,0.01564957560377526,0.017622725929677938,0.013300733919358623,0.011979549041416269,0.013956591942869658
324,0.014974054354691438,0.013507239035920814,0.015463454881855961,0.013847919075398623,0.012122879132857587
325,0.015086641229538744,0.01403486556076147,0.013733278111858092,0.012529069639646373,0.01354910020731142
326,0.018576834349805168,0.013085137816048288,0.012435645534359689,0.012858781998584435,0.01589217768677129
327,0.01609992310316448,0.013823814950825207,0.011786829245610487,0.012858781998584435,0.013039735537863622
328,0.017225791851637518,0.013085137816048288,0.010813604812486685,0.01329839847716852,0.014058464876759219
329,0.012947490607439965,0.012240935376303238,0.01070546876436182,0.013078590237876477,0.015077194215654812
330,0.013397838106829181,0.010763581106749399,0.013733278111858092,0.011539932562832186,0.013956591942869658
331,0.017563552476179432,0.014245916170697735,0.01340886996748349,0.015826193229026998,0.014262210744538336
332,0.014974054354691438,0.013401713730952681,0.01308446182310889,0.011759740802124228,0.014058464876759219
333,0.01418594623076031,0.012029884766366974,0.011570557149360753,0.012638973759292394,0.013854719008980098
334,0.015874749353469872,0.013823814950825207,0.013517006015608356,0.012968686118230457,0.012632243802305383
335,0.01328525123198188,0.01487906800050652,0.012760053678734288,0.013628110836106582,0.012632243802305383
336,0.014523706855302222,0.013612764340888945,0.011894965293735354,0.012968686118230457,0.013141608471753182
337,0.014974054354691438,0.013085137816048288,0.013841414159982957,0.011539932562832186,0.013141608471753182
338,0.016212509978011783,0.011607783546494449,0.012651917630609423,0.011430028443186165,0.01416033781064878
339,0.01418594623076031,0.013190663121016421,0.013841414159982957,0.011979549041416269,0.012224752066747146
340,0.012947490607439965,0.011818834156430712,0.009948516427487751,0.011869644921770249,0.014771575413986136
341,0.015987336228317175,0.014351441475665864,0.012435645534359689,0.009781466648495853,0.013141608471753182
342,0.01609992310316448,0.012346460681271368,0.011894965293735354,0.012748877878938414,0.010594785124514193
343,0.013735598731371094,0.010658055801781268,0.012976325774984023,0.010880507844956061,0.012428497934526266
344,0.015424401854080656,0.011185682326621925,0.012868189726859155,0.012309261400354331,0.01151164152952023
345,0.013735598731371094,0.012979612511080157,0.012003101341860221,0.010880507844956061,0.012428497934526266
346,0.01418594623076031,0.012557511291207631,0.012219373438109953,0.010001274887787895,0.012530370868415826
347,0.015987336228317175,0.013612764340888945,0.013192597871233757,0.011759740802124228,0.012224752066747146
348,0.016888031227095607,0.011396732936558187,0.01167869319748562,0.011979549041416269,0.012835989670084504
349,0.017338378726484825,0.011396732936558187,0.013300733919358623,0.011539932562832186,0.010798530992293312
350,0.01362301185652379,0.014245916170697735,0.010164788523737485,0.008682425452035644,0.011715387397299349
351,0.011709034984119623,0.011185682326621925,0.011138012956861286,0.011649836682478206,0.012734116736194944
352,0.01418594623076031,0.010658055801781268,0.012219373438109953,0.012309261400354331,0.012734116736194944
353,0.013510424981676487,0.015090118610442784,0.013625142063733225,0.010550795486017998,0.012122879132857587
354,0.013060077482287269,0.011607783546494449,0.013300733919358623,0.01077060372531004,0.012734116736194944
355,0.010808339985341189,0.010341479886876873,0.012111237389985088,0.00945175428955779,0.011919133265078468
356,0.013848185606218397,0.011713308851462581,0.010597332716236953,0.01066069960566402,0.01110414979396199
357,0.01362301185652379,0.011818834156430712,0.01070546876436182,0.011100316084248102,0.011206022727851551
358,0.014748880604996831,0.009919378667004347,0.009840380379362884,0.011210220203894124,0.013141608471753182
359,0.012834903732592662,0.012663036596175764,0.012543781582484556,0.00956165840920381,0.012937862603974065
360,0.012834903732592662,0.011291207631590056,0.010813604812486685,0.009012137810973707,0.012326625000636705
361,0.015874749353469872,0.010235954581908742,0.01135428505311102,0.011430028443186165,0.012835989670084504
362,0.012947490607439965,0.008969650922291166,0.010921740860611553,0.01219935728070831,0.012122879132857587
363,0.014073359355913004,0.011924359461398843,0.01070546876436182,0.01340830259681454,0.01151164152952023
364,0.013172664357134574,0.012663036596175764,0.011786829245610487,0.010880507844956061,0.013243481405642743
365,0.013510424981676487,0.011185682326621925,0.010056652475612618,0.011869644921770249,0.01151164152952023
366,0.010132818736257364,0.01097463171668566,0.00962410828311315,0.010440891366371977,0.011206022727851551
